UF;Sexo;Cor;Anos de Estudo;Renda;Altura;nascimento
33;0;8;16;30000;1656027665;1970
33;0;8;12;600;1622682911;1993
33;0;2;16;15000;1652749222;1965
33;0;8;16;10000;1829718034;1974
33;1;8;12;2000;1792421727;1969
33;0;2;16;17000;1704904198;1988
33;0;2;16;7000;165815214;1961
33;0;2;16;6000;1796821242;1976
33;0;2;16;6000;1684204793;1986
33;1;2;16;1500;1709754579;1974
33;0;2;16;10000;1731891601;1997
33;0;8;16;13000;1652582727;1988
33;1;2;16;3000;1737625047;1985
33;0;2;16;15000;1519811095;1970
33;1;2;16;1500;1635289929;1983
33;0;2;16;14900;1743030277;1978
33;0;2;16;7000;1668459215;1967
33;0;2;16;5000;1687829675;1953
33;0;2;16;50000;1754516656;1959
33;0;2;16;5000;1542873124;1962
33;1;2;16;6000;1791827373;1987
33;0;2;16;19000;177692026;1991
33;0;2;16;20000;1719350874;1970
33;1;2;16;8200;1726269947;1988
33;1;2;16;7000;1696945384;1986
33;0;2;16;7000;174225824;1980
33;1;6;16;3000;164460074;1968
33;0;2;16;5000;1666440372;1974
33;0;2;16;15000;1664801832;1978
33;1;8;15;6000;1554657409;1962
33;1;2;12;1200;1782103988;1976
33;0;2;16;12000;1799905105;1981
33;1;2;16;1500;1799861846;1995
33;0;2;16;40000;1634873933;1953
33;0;2;16;8000;1729509984;1991
33;1;2;16;10000;1722085823;1981
33;0;2;16;5000;161360705;1945
33;0;4;9;7000;1718109824;1982
33;0;2;16;30000;1567121807;1977
33;0;2;16;6000;1649887052;1969
33;1;2;16;6000;1828454216;1953
33;1;2;16;10000;1754653958;1993
33;0;8;16;25000;1718779254;1974
33;0;4;16;6000;1784879415;1977
33;1;2;16;10000;1663415878;1986
33;0;2;15;5500;1906461505;1978
33;0;2;16;12000;1611485291;1969
33;0;2;16;6000;1647008717;1995
33;1;2;16;6000;1682986537;1992
33;0;2;16;8000;1829373257;1984
33;1;2;16;5000;1662188403;1993
33;1;2;16;5000;1704253331;1984
33;1;2;16;20000;1841446316;1971
33;0;2;5;1900;1745831048;1969
33;0;2;16;35000;1634914935;1963
33;1;2;16;0;1697048748;1979
33;0;2;3;1800;1747646979;1981
33;0;2;16;20000;1793852047;1950
33;0;2;5;50000;1651894416;1949
33;1;2;12;100000;1773411033;1957
33;0;2;16;8000;1807288416;1964
33;0;2;16;80000;1705355085;1947
33;0;8;12;1300;1641909862;1995
33;0;2;16;0;1662401679;1940
33;0;2;9;1430;1745364084;1979
33;1;2;16;11000;1612654835;1964
33;1;2;16;3200;1734792553;1967
33;0;8;6;800;1726576454;1960
33;0;2;16;7000;1715641994;1980
33;0;2;16;8000;1641785543;1959
33;0;2;5;2080;1675987949;1960
33;0;2;16;7000;1732122341;1972
33;0;2;13;3500;14796318;1960
33;0;2;16;200000;168110476;1943
33;1;0;13;120000;1661979132;1969
33;1;2;12;3000;1526668252;1977
33;1;2;16;15000;1610570824;1986
33;0;2;16;33000;1677491403;1967
33;1;2;16;10000;1695468124;1989
33;0;2;16;20000;1759623193;1978
33;0;2;16;18000;1732960843;1966
33;0;2;16;35000;167977993;1975
33;1;2;16;30000;1627157526;1975
33;0;2;16;20000;1730430174;1991
33;0;2;16;40000;1684682106;1961
33;1;2;16;60000;1752242712;1982
33;0;2;16;15000;1682581473;1980
33;0;2;16;15000;1737002255;1954
33;0;2;16;14000;1865986237;1986
33;0;2;16;10000;1737019139;1967
33;0;2;16;18000;1602709973;1976
33;1;2;16;6000;1599158548;1985
33;1;2;16;5000;1666269483;1978
33;0;2;16;10000;174417504;1969
33;0;2;16;18000;1725601632;1977
33;0;2;16;2000;1831138802;1965
33;1;2;15;0;1553749685;1967
33;0;2;16;10000;1749848701;1951
33;0;2;16;22000;1678333421;1971
33;0;2;16;12000;1726123338;1962
33;1;2;16;4200;175396071;1967
33;1;2;16;10000;1624636072;1967
33;0;2;16;25000;1823433288;1967
33;0;2;16;20000;1698880406;1965
33;1;4;12;1100;1700117751;1986
33;0;2;16;12000;188132755;1997
33;1;2;16;10000;1807298689;1960
33;1;2;1;1000;1589826542;1972
33;0;2;16;25000;1584721071;1966
33;1;2;16;13000;1715743431;1974
33;0;2;16;6800;1640568413;1967
33;1;8;12;1400;1722272451;1990
33;0;8;7;2000;1733626475;1958
33;0;2;12;2000;172984171;1974
33;0;8;16;2000;1728786872;1986
33;1;8;12;800;1697904564;1962
33;0;2;11;3940;1607210653;1976
33;0;8;6;2000;1680067108;1978
33;1;8;13;1500;1637563424;1958
33;0;8;13;4000;1576514864;1972
33;0;8;1;5000;1709055064;1990
33;0;8;12;4000;1611160403;1957
33;1;2;13;2300;1642568982;1970
33;0;2;16;5000;1737500155;1978
33;0;2;12;1500;1656639256;1987
33;0;2;12;2000;1750871725;1996
33;0;8;1;4000;1810671339;1970
33;0;2;9;4000;1639603157;1984
33;1;2;16;4200;1736760378;1978
33;1;2;16;1200;169876367;1962
33;0;2;12;3500;1622022907;1970
33;0;8;14;3500;181213272;1987
33;0;8;3;1400;1762578864;1985
33;0;2;9;1200;167623891;1979
33;0;8;16;2800;1862607854;1983
33;1;8;13;2000;1790916034;1971
33;0;2;15;12000;1673005108;1988
33;1;2;16;3900;1671604298;1968
33;0;8;14;5200;1733693919;1982
33;0;8;16;5700;164756036;1986
33;1;2;16;4000;1668164679;1984
33;0;8;12;4000;1757220269;1972
33;0;2;16;2200;174876409;1971
33;1;2;16;4000;1736177446;1966
33;0;8;16;7000;1687844973;1971
33;1;2;16;3000;1655884472;1979
33;1;2;16;4000;1739996327;1969
33;1;2;16;5000;1760130045;1986
33;1;2;16;3000;1714164986;1991
33;1;2;16;1300;1696163452;1991
33;1;2;16;5000;1789927057;1985
33;1;8;16;5800;1761151763;1973
33;0;2;16;6000;1667980381;1982
33;0;2;16;3000;170663089;1997
33;0;2;16;9000;1597344336;1962
33;0;4;16;1200;1721162785;1957
33;1;2;16;10000;1758548172;1971
33;0;2;12;2000;1738304581;1965
33;0;4;13;7000;1668762431;1955
33;1;2;16;4000;1613224051;1965
33;1;2;16;3100;1714249512;1987
33;1;8;16;5000;1649773471;1993
33;0;2;16;5000;1753452023;1990
33;1;2;16;5000;1814203559;1995
33;0;2;12;1000;1743752649;1965
33;1;2;16;3500;1758566057;1990
33;0;2;16;2500;1662481494;1964
33;0;2;16;4500;1736712028;1997
33;0;2;9;4800;1683241386;1970
33;1;2;13;2500;1669858431;1962
33;0;2;13;4000;1613686848;1989
33;1;2;16;4000;175891388;1982
33;0;2;16;12000;1661425698;1996
33;0;2;16;6900;1673992296;1965
33;1;2;15;2800;1811049203;1979
33;1;2;16;4200;1678684982;1971
33;1;4;16;3000;1643428667;1978
33;0;8;13;2000;1619488138;1962
33;0;2;16;5000;1534844353;1963
33;0;2;14;6500;1778133728;1993
33;0;2;16;7500;1626881337;1991
33;1;2;16;1000;1855418157;1967
33;0;2;13;2650;1746260624;1967
33;1;2;16;2000;1772392149;1984
33;1;2;16;4500;1756166096;1969
33;1;2;16;2000;1682803649;1965
33;0;2;16;5500;1694207456;1954
33;0;2;13;2600;17350175;1979
33;0;2;16;5900;1730801312;1981
33;0;2;16;2000;1808903384;1987
33;1;8;16;5400;1640186386;1991
33;1;2;13;2000;1713681092;1968
33;1;4;12;2400;1840240393;1968
33;0;8;16;1800;1635025119;1967
33;1;8;12;900;1675695878;1979
33;0;2;1;1600;1781232145;1982
33;0;2;12;900;167211008;1996
33;1;4;12;1340;1693452035;1999
33;0;4;1;2000;1648429114;1973
33;1;4;16;2000;1725524611;1974
33;0;2;16;10000;1466391417;1982
33;0;2;12;6000;1694660596;1987
33;0;2;16;15000;163731331;1958
33;0;2;16;6000;1558962434;1985
33;0;2;12;2000;1757955334;1973
33;1;2;12;1300;1743572094;1969
33;0;2;16;15000;1681784569;1959
33;1;2;16;395;1732013844;1958
33;0;2;16;1500;1762470505;1979
33;0;8;2;1060;1713098505;1969
33;1;2;16;6500;1753576335;1981
33;0;2;12;1300;1783720002;1953
33;0;8;4;1800;1616323798;1976
33;0;2;16;7200;1563991547;1987
33;0;2;16;8000;1743146958;1958
33;1;2;9;1000;1764799222;1953
33;1;2;12;3200;1632043836;1976
33;1;2;16;3500;158747193;1987
33;1;4;12;2800;1689497625;1983
33;1;2;16;4500;188616579;1990
33;1;4;5;1600;1744204662;1945
33;1;2;16;3800;1615935726;1967
33;0;2;16;5300;1509032008;1983
33;1;8;11;1200;1712745234;1993
33;0;2;12;7000;1668896948;1945
33;0;4;6;1600;1624485021;1966
33;1;8;9;1200;1624522061;1993
33;0;2;16;4000;1784848841;1992
33;1;2;16;9600;1719444356;1981
33;0;2;16;10000;1670029188;1966
33;1;2;16;9000;1615509366;1983
33;0;2;16;14000;1741930852;1966
33;1;2;16;7000;1810646344;1988
33;1;2;16;3500;1582886032;1985
33;0;2;16;4200;1801602892;1982
33;1;2;8;1100;1736917175;1966
33;0;2;16;10000;1817699306;1961
33;0;2;12;3500;1759164266;1963
33;0;2;16;9000;1760464606;1954
33;1;8;13;2200;172892986;1988
33;0;2;16;5500;1723741287;1984
33;1;8;16;4000;1712009014;1969
33;0;2;16;8000;1842168351;1976
33;0;2;12;6000;1684373974;1977
33;0;2;12;2000;1679432238;1968
33;0;2;16;10000;1657480546;1975
33;0;2;12;1400;161007683;1998
33;1;4;12;1700;1783679994;1970
33;1;2;14;3300;1650064065;1967
33;0;2;16;8500;1605942907;1962
33;1;2;16;9500;162821794;1987
33;0;2;16;4800;1680840128;1987
33;0;2;16;12000;1591235383;1992
33;0;8;5;1100;1570993866;1970
33;1;2;15;3800;1553203635;1966
33;0;8;12;6000;1806521773;1972
33;1;2;16;16000;1787499199;1969
33;0;2;12;3800;1733014733;1990
33;1;2;16;2000;1702588365;1993
33;1;2;16;4500;1653790536;1987
33;0;8;12;2500;1625449942;1984
33;0;8;13;5000;1760432583;1974
33;0;2;16;8000;1854499262;1975
33;0;2;1;0;1615182853;1943
33;0;2;16;15761;1760373959;1987
33;1;2;13;1500;1469764661;1990
33;0;4;6;1200;1681696992;1958
33;1;8;3;600;1826073992;1961
33;1;8;12;1000;1665538266;1992
33;1;4;6;1200;1579686658;1961
33;1;4;12;1100;1607305739;1970
33;0;8;13;1200;183363961;1961
33;0;2;8;1380;1591298974;1962
33;0;8;1;1500;1798950973;1955
33;0;2;14;2980;1736827599;1962
33;0;2;12;1900;1768094612;2002
33;1;2;12;1000;161642159;1980
33;0;2;12;3000;1833937023;1972
33;0;2;9;800;1552426335;1974
33;0;2;12;1200;1706969732;1983
33;0;8;1;2400;1763741305;1973
33;0;2;16;10000;170247824;1950
33;0;8;12;1200;1733613989;1990
33;0;8;8;1100;1699497814;1963
33;0;8;16;3500;1796553355;1992
33;0;8;5;788;1757026981;1976
33;0;4;12;2300;1776333207;1987
33;1;2;12;960;1722423909;1976
33;0;2;12;1500;1771662588;1978
33;0;8;7;1300;1716122689;1985
33;0;2;16;3500;1858876746;1965
33;1;2;14;2000;1836325017;1983
33;1;2;16;1500;1834154269;1993
33;0;2;16;3000;1787698426;1967
33;0;8;6;1500;1792477728;1986
33;1;4;5;250;1687115;1963
33;0;2;12;0;1746269697;1997
33;1;8;9;2000;1884127053;1986
33;0;2;16;2670;1616540324;1988
33;1;8;12;1600;1761197958;1971
33;0;2;12;1600;1615806642;1991
33;1;4;1;900;1767975222;1962
33;0;2;16;2000;1657697602;1992
33;0;2;16;5500;1706438726;1961
33;0;2;12;2500;167713043;1985
33;0;2;9;1500;1679905279;1978
33;0;2;16;5000;1630990002;1991
33;0;2;16;2000;1702713297;1985
33;1;2;16;1800;1836341977;1978
33;1;4;16;1100;1753381902;1961
33;0;2;12;1200;1576523242;1978
33;0;8;3;1200;1748258284;1976
33;0;2;16;1800;1716244128;1969
33;0;8;12;1300;1604258467;1964
33;1;2;4;950;1651005198;1965
33;1;8;12;1200;1746040614;1994
33;0;2;12;1400;16956512;1982
33;0;4;13;1500;1731269461;1968
33;0;8;13;2650;1584378093;1973
33;0;2;12;1500;1746702584;1985
33;0;2;16;1800;173284012;1987
33;0;2;5;1400;1669348471;1981
33;0;4;1;788;1642856653;1949
33;1;8;5;1200;174223356;1963
33;0;4;7;1200;1722055754;1980
33;0;2;6;800;1641870891;1989
33;0;4;4;5000;1550903874;1972
33;0;2;15;1900;1677678607;1996
33;1;8;9;980;1661505336;1974
33;0;2;12;1200;1849171291;1999
33;1;8;11;900;1697011449;2003
33;0;2;1;600;1789356383;1965
33;1;4;9;788;158377554;1977
33;0;2;17;1200;1751545337;1997
33;0;8;14;2500;1575098974;1991
33;0;4;5;788;1803755576;1968
33;1;2;9;500;1654423876;1992
33;0;4;4;1576;1704168532;1983
33;0;2;12;1800;1767601996;1982
33;0;2;8;3000;172294961;1974
33;0;2;15;3000;1637048448;1994
33;0;2;6;1187;1775640205;1968
33;1;8;9;788;1720326966;1972
33;0;6;9;2000;1545195039;1970
33;1;8;12;1100;1520073228;1971
33;1;8;16;3500;1671290733;1988
33;0;6;12;1600;1777590491;1988
33;0;8;16;0;1893873434;1962
33;1;8;12;788;1555039369;1968
33;1;2;15;980;1719141447;1985
33;1;2;9;810;1717105531;1960
33;1;8;9;1000;1435040796;1966
33;0;8;13;1580;1784061373;1984
33;1;4;12;1300;1666431859;1991
33;0;4;7;1114;1657367295;1979
33;0;2;8;3000;1772364117;1965
33;1;8;16;2000;1685179328;1986
33;0;8;8;2000;1663210205;1974
33;0;4;16;3900;1776127306;1961
33;1;8;16;2200;16920821;1990
33;0;8;9;3500;1723408216;1965
33;0;6;16;1600;1618068795;1977
33;0;2;8;1600;1673749991;1956
33;1;2;12;976;1596943335;1968
33;0;2;13;1500;1599878131;1978
33;0;2;12;6000;1777493523;1980
33;0;4;12;2000;1695158694;1977
33;1;2;12;1200;1626845926;1969
33;0;8;11;1300;173089877;1981
33;0;2;16;3200;1707064673;1982
33;1;2;16;2900;1693101937;1975
33;1;4;5;1320;1832873187;1955
33;0;8;16;2100;1720468151;1975
33;0;8;15;1500;1711089007;1953
33;1;2;16;2200;1594450611;1994
33;1;2;12;1300;1802994775;1987
33;1;2;12;1000;1514979797;1965
33;0;4;12;1050;1636925932;1989
33;1;8;9;500;1661822501;1984
33;0;8;12;980;1652147184;1988
33;0;8;9;950;170608306;1997
33;0;4;5;788;1643993751;1970
33;0;8;12;900;171830834;1997
33;1;8;16;2500;1731367557;1982
33;0;2;12;2000;1590694308;1977
33;0;2;12;1800;1689597233;1985
33;0;4;12;1050;1804542597;1989
33;0;2;10;950;1660001121;1978
33;0;2;12;1280;1874638383;1989
33;1;8;12;1350;1598714481;1974
33;1;8;12;1500;1574283276;1993
33;1;2;16;2000;1646804645;1982
33;0;8;12;3000;1695559832;1971
33;0;8;12;2000;163845118;1965
33;0;2;12;2500;1525465846;1977
33;1;2;12;1200;1624087943;1977
33;0;8;9;2500;1682304903;1956
33;0;8;14;1000;1719617561;2000
33;1;8;9;1182;1640643196;1981
33;0;2;16;5000;1640079505;1980
33;0;2;16;4500;1776752678;1954
33;0;2;16;4500;1867164151;1986
33;1;2;16;4000;1570973386;1990
33;0;2;16;3000;1590771172;1960
33;0;2;12;4500;1666895504;1960
33;0;4;12;3000;1866785923;1972
33;0;8;16;3000;1624340098;1995
33;0;2;16;3000;1694023071;1963
33;0;8;13;1576;1655096572;1978
33;1;8;9;1000;1675166995;1960
33;0;2;12;1000;1716474641;1964
33;0;4;12;1600;1728777167;1987
33;0;8;9;1100;1612421447;1966
33;1;2;5;400;1798147289;1966
33;1;8;11;750;1712717048;1993
33;0;2;12;1320;1634111577;1982
33;1;8;9;600;1793314666;1994
33;1;2;12;788;1626228697;1975
33;1;8;12;800;1823809742;1998
33;1;2;11;900;1671153549;1990
33;0;4;12;2000;1572416725;1990
33;0;8;12;1500;1531013364;1979
33;0;8;11;0;1798069626;1999
33;0;2;12;2000;1572013854;1985
33;0;8;11;1000;1676306701;1979
33;0;2;12;1450;1790922589;1992
33;0;8;13;1000;1621140045;1969
33;0;2;12;1500;163162328;1993
33;0;2;16;4000;169651821;1970
33;0;2;16;4000;1583473978;1962
33;0;2;9;1000;170288983;1956
33;0;2;12;3000;1652385744;1971
33;1;2;12;1100;1783632747;1961
33;0;2;16;14000;1686628739;1954
33;1;2;16;3000;1774047657;1980
33;1;4;12;1800;1734444892;1969
33;0;8;14;5516;1666323011;1991
33;1;2;12;2000;159203843;1970
33;1;2;16;1697;185882555;1972
33;0;4;16;1300;1805180669;1967
33;0;2;12;1800;1610816717;1962
33;0;8;1;4000;1907112957;1972
33;0;2;16;7880;1786272172;1961
33;0;2;16;13000;1750437651;1953
33;1;2;16;8000;1585806798;1964
33;0;2;16;5516;1807629645;1980
33;1;8;12;1576;1789800779;1967
33;1;2;16;4500;1739403336;1981
33;0;2;16;4000;1684741139;1972
33;1;2;12;1300;1837226549;1980
33;0;2;16;5000;1650887892;1981
33;0;2;9;1600;1640913938;1952
33;0;4;16;3152;1796528534;1976
33;0;2;12;7880;1694334792;1963
33;0;2;16;4728;1650831244;1958
33;0;2;16;4000;178224105;1984
33;0;2;10;840;1591350111;2002
33;0;8;16;800;1642534107;1977
33;0;2;16;5000;1604991582;1972
33;1;2;16;2000;1887438773;1969
33;0;2;7;1800;1664063408;1981
33;0;2;14;3000;1755380501;1986
33;0;2;12;1350;1703322474;1987
33;0;2;12;3500;1675751218;1977
33;0;8;16;2000;1711702485;1984
33;1;2;16;2000;1853488199;1970
33;1;2;16;3500;1790915835;1972
33;1;8;12;1100;173708749;1982
33;0;2;12;5300;1599182795;1983
33;1;2;12;2364;1625933505;1967
33;1;4;13;3000;1816227004;1983
33;0;2;12;1576;1739518721;1957
33;0;8;9;3500;170353911;1961
33;0;2;16;7000;1821066481;1962
33;1;8;16;2500;1699243661;1990
33;1;4;14;2364;1722238504;1971
33;0;4;16;6000;1725981225;1993
33;0;2;16;5000;1596630333;1981
33;0;2;12;7000;1780513721;1962
33;1;2;15;2000;1716697731;1964
33;1;2;16;1000;1718730907;1986
33;0;8;16;5000;1678367396;1963
33;1;2;16;3000;1721915901;1979
33;1;2;16;3500;1693473936;1984
33;0;2;16;6000;1663529255;1974
33;1;2;12;1300;1740500887;1966
33;1;8;9;1200;1785732934;1976
33;1;8;9;1500;1588992659;1982
33;0;8;12;1000;166589036;1975
33;0;2;12;1500;1747375216;1987
33;0;2;16;3000;1816144074;1987
33;0;2;12;2500;1664772601;1980
33;0;2;12;1700;1623598745;1990
33;0;8;9;980;1761270324;1962
33;0;4;12;1500;1744491932;1961
33;0;8;12;4000;1611798767;1983
33;1;2;12;800;1717353894;1987
33;0;2;9;6000;1678178586;1960
33;0;2;6;800;1585402835;1988
33;0;4;12;1598;1513758418;1979
33;0;2;12;1400;1698427634;1976
33;1;8;9;1200;1697821359;1982
33;1;4;9;600;1905097642;1995
33;1;8;12;788;1541246714;1993
33;1;2;12;788;1800028572;1997
33;1;2;11;400;1700580031;1987
33;0;2;8;1200;1493690705;1975
33;0;2;16;2200;1661417894;1988
33;0;8;16;1800;1722074455;1978
33;1;8;12;1395;1610588403;1991
33;1;8;12;1540;1654807212;1995
33;0;8;12;1500;1665445314;1984
33;1;2;12;1100;1732774604;1982
33;1;4;12;2500;162807684;1998
33;0;2;15;3000;1610590241;1969
33;0;2;16;4000;1784263133;1956
33;1;8;16;5000;174145117;1977
33;1;8;16;3000;1771538577;1972
33;0;4;16;5000;1737012071;1958
33;0;2;16;4500;1728631829;1967
33;0;2;16;3500;1674451941;1966
33;1;8;16;6304;1697207813;1989
33;1;2;16;3000;168797636;1980
33;1;8;12;1576;1833100829;1977
33;0;2;12;3000;1653641556;1958
33;0;4;10;3900;1841447902;1973
33;0;8;12;1300;1674579637;1987
33;0;8;12;2200;1817403875;1986
33;0;8;7;2000;1721172951;1957
33;0;8;16;2300;1722052997;1996
33;0;2;13;800;1853065904;1992
33;1;8;16;3000;1764377235;1967
33;1;8;12;1500;1589841143;1964
33;1;2;13;850;166509186;1977
33;1;2;12;700;1574430006;1976
33;0;2;16;2000;1649580731;1988
33;1;8;9;1100;1653277515;1969
33;0;8;13;1500;1597370315;1989
33;0;8;12;900;1789090758;1980
33;1;8;13;1000;1719521875;1999
33;1;2;13;1200;1658144976;1962
33;1;2;16;1800;166801841;1987
33;0;2;13;1600;1682775856;1994
33;0;8;9;1500;1631622599;1965
33;1;2;13;950;1738441892;1982
33;0;2;16;2300;1755203109;1968
33;0;2;13;1300;1729715988;1974
33;0;8;5;1500;1628907359;1961
33;0;2;16;3500;1672912928;1965
33;0;2;13;2300;161555161;1972
33;0;2;1;2000;1664177506;1969
33;0;2;16;1300;1693023084;1993
33;0;8;14;1187;1788644397;1968
33;1;2;12;1500;1738626381;1972
33;1;2;16;1100;1699085913;1953
33;1;4;12;1200;1818273807;1986
33;0;2;9;3000;1714322488;1952
33;0;8;14;2200;1799898725;1988
33;1;8;16;2000;1717234428;1985
33;1;8;13;1250;1650848001;1991
33;1;8;16;1350;1682718558;1969
33;0;8;9;2200;1639643923;1963
33;0;8;12;1200;1633378096;1972
33;0;8;16;4000;1670222415;1964
33;0;2;16;3000;1641641703;1977
33;0;8;12;1200;1606015857;1960
33;0;8;12;4300;1682646345;1977
33;0;8;12;2000;1621759281;1970
33;0;2;9;2000;16108551;1988
33;0;8;12;2000;1733981503;1971
33;0;8;12;2000;1685980255;1972
33;0;2;15;1500;1648991181;1966
33;0;4;9;2800;1714590343;1986
33;0;2;15;1500;17872431;1956
33;1;4;12;2000;1719354317;1972
33;1;8;16;5000;16401037;1987
33;0;2;12;1800;1610770531;1988
33;1;8;12;1400;1807817166;1965
33;0;8;12;6000;176583199;1981
33;0;8;15;3500;1689093273;1984
33;1;2;4;1000;174749675;1971
33;0;4;12;1400;1676506289;1991
33;0;2;14;9500;1649090171;1982
33;1;8;12;450;1863639386;1966
33;0;8;12;2000;1727241442;1991
33;0;2;15;1000;173222952;1987
33;0;2;12;3000;1564177221;1967
33;0;2;10;1200;1728604366;1998
33;1;4;9;1600;1655658277;1968
33;0;2;4;1700;1677929299;1977
33;1;2;5;788;1720403075;1962
33;0;2;12;1490;1683841263;1992
33;1;0;10;800;1590423384;1989
33;1;8;12;1400;1854748981;1985
33;1;8;1;1100;1731411689;1993
33;1;8;12;788;1761081758;1989
33;0;4;1;700;1766543909;1969
33;1;4;12;2600;1786516522;1976
33;0;4;16;4000;1784165297;1993
33;1;2;12;800;1725502875;1996
33;1;4;12;800;1662579565;1969
33;0;8;9;800;1670271845;1966
33;0;2;16;2100;1708868112;1998
33;0;8;9;1500;1674503408;1974
33;1;2;12;1500;1675752114;1999
33;1;2;16;800;1577700969;1986
33;1;8;12;1500;1652260274;1994
33;0;4;12;2000;1741776581;1957
33;0;4;14;2200;1752398018;1993
33;1;8;12;300;1852250207;1972
33;1;2;12;800;1623461297;1974
33;1;4;12;900;1829249302;1978
33;1;8;13;1200;1712545965;1965
33;1;8;12;8000;1751133867;1994
33;0;2;12;1000;1789531639;1989
33;0;4;16;2000;1668973421;1994
33;0;8;12;700;1715841317;1996
33;0;8;6;788;158470005;1969
33;0;2;12;1000;1681734917;1994
33;1;2;16;1170;1626982904;1957
33;1;8;12;1900;1650903981;1965
33;1;8;5;788;178736502;1967
33;1;8;1;700;1680824237;1973
33;0;8;6;900;1750631367;1953
33;1;2;9;600;1683044396;1974
33;0;8;12;1500;1735454935;1985
33;1;4;8;900;1856999644;1962
33;0;4;9;1500;1797287326;1963
33;0;8;11;1000;1607387564;1991
33;0;4;12;1000;1805715598;1962
33;0;2;12;1000;1543311276;1974
33;0;8;9;1280;1689673324;1995
33;0;8;5;1576;1616108583;1964
33;0;2;12;1000;1544175622;1995
33;0;2;12;1500;1787529135;1962
33;1;4;9;950;1581836044;1964
33;0;2;13;5500;1675845377;1973
33;1;2;12;4000;1679057278;1967
33;0;4;11;1400;1754267858;1994
33;0;8;12;400;1623503004;1995
33;1;8;9;1600;178825062;1976
33;0;4;12;3600;1674513376;1991
33;1;2;12;4000;1704218287;1982
33;1;8;16;2300;1822914598;1959
33;0;8;12;4800;1625775895;1984
33;0;2;9;6000;1672745549;1978
33;0;8;12;788;1691959187;1991
33;0;4;12;3000;1743633944;1986
33;1;8;12;900;1620918373;1977
33;0;4;12;788;1699236577;1960
33;1;4;10;800;1663509409;1973
33;0;4;16;2000;1691698812;1972
33;1;4;6;1300;1663462607;1979
33;1;4;9;1000;1877350688;1969
33;1;2;12;1900;1653454555;1972
33;0;2;12;900;1667246857;1954
33;1;4;12;1000;1669873107;1976
33;0;2;12;2000;176125557;1964
33;1;2;12;850;1689703112;1984
33;0;8;13;2300;1683207287;1979
33;0;2;6;1600;1636417605;1961
33;1;8;12;300;1739203623;1951
33;0;8;9;2300;168612623;1984
33;0;8;12;1200;161064815;1974
33;0;4;12;1800;1837718073;1988
33;0;4;12;1200;154604192;1967
33;0;4;9;1300;173878344;1962
33;0;4;9;1100;1734357639;1960
33;0;2;8;1000;163857325;1984
33;0;8;9;1500;1821870169;1980
33;1;2;9;788;1704417148;1965
33;0;2;12;2000;1657654924;1974
33;0;8;16;3200;1684714543;1982
33;0;8;12;2000;1787027459;1964
33;0;8;12;2500;1746837423;1977
33;1;2;12;500;1627841645;1958
33;0;2;16;5000;1616216375;1979
33;0;2;9;1200;1698956624;1966
33;0;8;11;1150;1724792005;1973
33;0;8;12;1500;1512422244;1977
33;0;2;12;3000;1679241159;1973
33;1;2;12;820;1625608813;1988
33;0;8;13;1200;1638642912;1995
33;1;2;16;1350;1712155568;1982
33;0;2;5;2000;1731341941;1982
33;1;4;12;850;1561231464;1969
33;0;8;12;2700;1658390607;1980
33;1;4;6;1100;1877885637;1969
33;1;8;16;1000;177050767;1968
33;1;2;15;850;1729918794;1976
33;0;8;12;3000;1724305589;1981
33;0;2;16;4500;1701299182;1966
33;1;2;9;1200;1765795806;1964
33;1;2;16;2000;1738436819;1983
33;0;8;12;2000;1708908285;1983
33;0;2;12;3000;1806306727;1975
33;1;8;8;2000;16229983;1979
33;0;2;16;3000;1615303457;1968
33;0;8;9;1000;1625464838;1967
33;0;2;16;4000;1760042022;1983
33;1;4;13;1500;1671314689;1983
33;0;2;12;3000;1679684631;1976
33;0;8;6;1000;1724730664;1973
33;0;8;12;1200;1612891079;1978
33;0;8;12;4000;1786483391;1976
33;0;2;9;2000;1760151607;1979
33;0;4;12;1450;173675517;1985
33;1;2;8;1000;1649638378;1991
33;1;4;9;600;1710209053;1971
33;0;4;12;2200;1642186683;1981
33;1;2;12;800;1575933364;1965
33;1;2;11;1000;168326318;1972
33;0;8;12;1500;1750426387;1964
33;0;2;16;2500;155501073;1955
33;1;2;5;700;1692118095;1961
33;0;8;15;3000;1768072381;1977
33;1;8;7;1200;174294506;1965
33;0;8;12;3000;1789048391;1951
33;0;2;12;2000;1688036425;1977
33;0;8;12;1600;1759106848;1987
33;0;8;12;2000;169963457;1972
33;0;2;16;6000;1684310603;1965
33;1;4;16;3500;1895078931;1977
33;0;2;16;4000;1656823375;1981
33;0;2;16;7800;1632386573;1986
33;1;8;12;1250;1810067373;1963
33;0;2;16;7000;1876432496;1969
33;1;8;5;788;1743139716;1970
33;0;8;14;3000;1630964151;1981
33;1;2;12;1200;1689964085;1973
33;0;8;16;5000;1581143841;1980
33;0;8;9;1200;1656913022;1979
33;0;8;12;1200;1655802975;1974
33;1;2;16;1900;1735167194;1969
33;1;4;16;2000;1636299497;1964
33;0;4;9;3500;1796880454;1969
33;1;2;12;500;1686937471;1960
33;1;0;12;788;1878797256;1974
33;1;2;12;1500;1826424642;1970
33;0;8;12;8000;1652040332;1981
33;0;8;16;8000;1631488943;1972
33;1;2;16;2000;1659223151;1984
33;0;2;13;788;1850507138;1975
33;0;2;12;10000;1683793209;1978
